231 867 189 333 333 272 246 1000 433 750 354 887 1054 363|0.001 -0.0362094848559702 0.019311526958396552 0.06024584850537362
2121 1225 2828 943 696 770 943 533 2451 653 2828 2345 1373 2548|0.001 -0.0031724793469789514 0.004376939489743048 -0.01618308967189508
629 533 770 2309 1732 2001 2309 816 568 435 770 1162 2449 1823|0.001 -0.011683977576016913 0.03092980543268231 -0.04780430033573091
333 1000 333 231 189 354 433 867 246 750 272 1054 1018 264|0.001 0.0135700224594415 -0.03337469914204694 -0.04304542556264668
1000 1000 1000 573 573 573 573 333 1000 333 1000 1414 814 1153|0.001 -0.04335255967184093 -0.027510488900498453 0.04633761756865473
573 333 573 1000 1000 1000 1000 1000 573 333 573 814 1414 1153|0.001 -0.05042548457628526 0.060505819425153984 -0.041666662103339025
1000 1000 1000 573 573 573 573 333 1000 333 1000 1414 814 1153|0.001 -0.05010152966782644 -0.04127498762120596 0.06107639476845783
573 333 573 1000 1000 1000 1000 1000 573 333 573 814 1414 1153|0.001 -0.049899858704653965 0.05644155668115047 -0.028449545016911992
1875 1875 2432 1805 1377 5164 5967 904 2561 1694 2775 1627 2019 3844|0.001 -0.012638573397459885 -0.016037024827908475 0.01104124785609617
1524 1107 1998 3071 2834 2075 2692 1875 5715 2075 6604 1823 2882 3415|0.001 0.023932056503521704 -0.1394103434149807 -0.08618489045369326
734 1366 2754 1000 533 482 904 1297 963 1480 3182 1646 868 878|0.001 -0.07711454253776728 0.0763060660492032 0.06077868827859989
411 771 771 2453 742 566 2123 1141 372 1053 697 1334 1640 830|0.001 -0.06185863578693218 0.04812638075033959 0.03802925757932174
465 303 408 314 284 151 168 865 429 231 314 669 1040 544|0.001 -0.035488110345220925 0.06008577612012456 -0.05337434881119263
651 877 2151 611 326 360 676 923 496 676 1861 1581 1170 594|0.001 -0.0001827935276077497 0.008073272506372575 -0.024609226662712924
314 865 284 465 408 314 429 303 168 231 151 911 735 544|0.001 -0.032333577429199956 -0.056688668863099645 0.0576755334489687
353 1084 662 2016 538 705 2330 732 391 950 732 1017 1501 788|0.001 -0.0797358710213647 0.0718850092528811 0.07691974459753004
629 533 770 1443 866 1135 1443 816 568 435 770 1162 1658 1036|0.001 -0.04724765390167085 0.024518988265662678 0.04274328981963116
533 1000 533 370 302 566 693 787 394 600 436 1133 1045 422|0.001 -0.035627089131349265 0.004784949311118503 0.04110245919908717
370 787 302 533 533 436 394 1000 693 600 566 843 1133 581|0.001 -0.035695749021711354 0.04261887117096741 0.0035617484757399787
1061 1225 1768 943 696 770 943 533 1391 653 1768 1458 1373 1555|0.001 -0.025539681887476462 -0.015126677948086309 0.032231709564320976
368 333 368 189 231 123 101 867 353 262 403 685 887 419|0.001 -0.024234857907715623 0.03554109977980113 -0.03209041802093693
189 867 231 368 368 403 353 333 101 262 123 1018 685 351|0.001 0.014200919179869764 0.006196589495583993 -0.02835616640484151
651 877 2151 468 250 306 573 913 827 913 2481 1581 1143 864|0.001 -0.07655379381741323 0.08890735260475457 0.053245213664276925
349 1041 654 2453 742 944 2831 1141 285 1041 534 1064 1640 795|0.001 -0.09312763262385393 0.07997281834398517 0.09891820529877915
930 1289 1744 1744 581 581 1744 1000 930 1289 1744 1366 1419 1097|0.001 -0.05738250315398319 0.06651087424838664 0.0403861388111304
581 1000 1744 1744 930 930 1744 1289 581 1289 1744 1419 1366 1097|0.001 -0.08453503477503177 0.0775157138003224 0.07947175251893368
451 1000 1353 1353 721 721 1353 776 451 776 1353 1269 1559 851|0.001 -0.016587833111149086 -0.002887419126171853 0.0279658896376489
721 776 1353 1353 451 451 1353 1000 721 776 1353 1559 1269 851|0.001 -0.06030445401792428 0.05659389616718302 0.04504060700517787
6128 1000 7542 3712 3441 3441 3712 533 251 533 1006 6872 4066 3658|0.001 -0.005865659223208697 0.015143452735455476 0.05839007236098759
3441 533 3712 7542 6128 251 1006 1000 3441 533 3712 4066 6872 3658|0.001 0.03952043747467382 0.03372089745449891 0.004120702873851023
13687 24375 13687 2121 2121 3977 3977 4000 14765 30000 14765 14550 2915 16171|0.001 0.9634464836886814 -0.07154657082696692 -0.057696139269727276
