573 533 333 1000 1000 533 533 1000 739 533 573 629 1414 783|0.001 -0.06016848669777031 -0.03283278692159386 -0.027859316966649672
1000 1000 1000 333 573 739 573 533 533 533 533 1414 629 783|0.001 -0.07141114247070979 -0.0035400525702833363 -0.03951551954962662
1600 1720 3000 3000 1600 1600 3000 1720 1600 2218 3000 1887 1887 2263|0.001 -0.04627836902438842 -0.10823702443212069 0.07305985342562105
930 581 1744 1744 930 930 1744 1289 930 1000 1744 1838 1366 1315|0.001 -0.10803872458225561 -0.04552124471140728 0.023112527724149512
739 533 573 1000 1000 533 533 1000 573 533 333 783 1414 1153|0.001 -0.08045231157034038 -0.026443374037261602 -0.01006323492311556
1000 1000 1000 573 333 573 739 533 533 533 533 1414 1054 629|0.001 -0.07690973003067758 -0.007830639140976592 -0.04278622176579705
625 1875 1075 1000 1000 1875 1875 1000 1075 1875 1386 1179 1414 1976|0.001 -0.08339737660518542 -0.09212631905924584 -0.015736361081367667
1744 1289 930 930 1744 1744 930 581 1744 1000 930 2010 1097 2466|0.001 -0.06370291222321356 -0.1115492987179012 -0.056920655722341174
1000 1000 1000 1075 1386 1075 625 1875 1875 1875 1875 1414 2161 1468|0.001 -0.18689388640051763 -0.027535238068875367 -0.02154540722620224
3000 1720 1600 1600 3000 3000 1600 1720 3000 2218 1600 3162 3162 4243|0.001 -0.10122728254699287 -0.056965977102902965 -0.07985555470298111
1000 1000 1000 625 1075 1386 1075 1875 1875 1875 1875 1414 1976 2161|0.001 -0.18363230829815946 -0.0184942440978908 -0.015798787351886112
1075 1875 625 1000 1000 1875 1875 1000 1386 1875 1075 1976 1414 2161|0.001 -0.081318534280993 -0.07059408551040258 0.02091101595759204
333 533 573 1000 1000 533 533 1000 573 533 739 1054 1414 629|0.001 -0.10142760518940586 -0.07318926002602422 -0.02336911171597733
1000 1000 1000 573 739 573 333 533 533 533 533 1414 783 1153|0.001 -0.0890798251640057 -0.0017378085965324974 -0.034431098003367966
930 1289 1744 1744 930 930 1744 581 930 1000 1744 1366 1838 1315|0.001 -0.03942931348466572 -0.049827517102756236 0.012919417681400702
1000 1000 1000 739 573 333 573 533 533 533 533 1414 1153 1054|0.001 -0.020777798144799853 -0.11019772323053956 0.024725019136428994
721 776 1353 1353 721 721 1353 776 721 451 1353 1559 1559 1020|0.001 -0.0700226958649508 -0.0414200181372848 0.015569190459148174
573 533 739 1000 1000 533 533 1000 333 533 573 1153 1414 1054|0.001 0.0013410478203890186 -0.13047129259579626 0.012646617181062414
1075 1875 1386 1000 1000 1875 1875 1000 625 1875 1075 1468 1414 1179|0.001 -0.07697493972662173 -0.09476063985999539 -0.007459092510646581
1353 776 721 721 1353 1353 721 776 1353 451 721 1059 1059 1913|0.001 -0.053067465021178206 -0.12809221608860444 -0.03288761087306802
1000 1000 1000 1386 1075 625 1075 1875 1875 1875 1875 1414 1468 1179|0.001 -0.18318777423495303 -0.022234098608029385 -0.011754305274682686
1000 1000 1000 1075 625 1075 1386 1875 1875 1875 1875 1414 1179 1976|0.001 -0.13233397601355668 -0.08013671171902881 0.005501211838836451
1744 581 930 930 1744 1744 930 1289 1744 1000 930 1097 2010 2466|0.001 -0.06490030462973251 -0.11194385594597955 -0.04499938589216934
1386 1875 1075 1000 1000 1875 1875 1000 1075 1875 625 2161 1414 1468|0.001 -0.04872949623716094 -0.101366022019177 -0.000427464445443837
3000 1000 3000 566 1061 1299 693 738 2250 817 2600 3162 791 2487|0.001 -0.1320977370838483 -0.012170546510500424 -0.13820603126445286
1305 1875 1768 5303 4596 3977 5303 1225 1444 2296 1768 1398 4704 4186|0.001 -0.057936283753976525 -0.04678882905405746 0.0018601687413344337
231 867 189 333 333 272 246 1000 433 750 354 887 1054 363|0.001 0.008922195173475256 -0.13560080246962758 0.043244441474679096
333 1000 333 354 433 231 189 750 272 867 246 1054 829 503|0.001 -0.05182029971865232 -0.04586758622579956 -0.017899854360498013
2121 1225 2828 943 696 770 943 533 2451 653 2828 2345 1373 2548|0.001 -0.05777838546027536 -0.006845856412279749 -0.03395139893966004
