2032 1000 271 144 269 269 144 927 1651 927 68 1245 859 1851|0.001 -0.06273454834949788 0.6074973049431809 0.07066653562457503
6452 1875 6960 1886 471 11490 14142 1000 6452 1875 6960 5976 1374 6859|0.001 0.2296445824240867 0.011005136598292165 -0.3989114084582712
6128 1000 7542 3712 3441 3441 3712 533 251 533 1006 6872 4066 3658|0.001 -0.11661704097409631 0.004604744564549179 0.1804083779635679
3441 533 3712 7542 6128 251 1006 1000 3441 533 3712 4066 6872 3658|0.001 -0.082586038772412 0.09153980390092409 0.05615824463613084
269 927 144 271 2032 1651 68 1000 269 927 144 859 1245 1851|0.001 -0.001740695348169119 0.0012022723786664358 0.8310273389749767
471 1000 1886 6960 6452 6452 6960 1875 11490 1875 14142 1374 5976 6859|0.001 0.03229968487006518 -0.6712445099111575 -0.11030591429118886
1886 1000 471 6452 6960 6960 6452 1875 14142 1875 11490 1374 7623 8667|0.001 0.1179565308726871 -3.284409547621765 -0.13571871769118116
291 1079 155 73 1781 2192 292 1000 291 1079 155 1182 1063 1997|0.001 -0.1118148747890424 0.18368073111875383 0.5501156455032596
163 1231 163 561 561 606 606 41 87 164 87 1121 597 520|0.001 -0.02893125139351027 -0.05535838187650466 0.027344470192296466
561 41 561 163 163 87 87 1231 606 164 606 597 1121 520|0.001 -0.10970244064406387 0.12102344900817297 -0.04751043817887157
6960 1875 6452 471 1886 14142 11490 1000 6960 1875 6452 7623 1374 8667|0.001 0.18944930687427197 -0.09412462686099632 -2.2614442332707996
1781 1000 73 155 291 291 155 1079 2192 1079 292 1063 1182 1997|0.001 -0.1789189840089589 -0.39076433691857315 0.09781535805324815
167 1000 167 615 1070 1070 615 1875 1250 1875 1250 1014 1973 1163|0.001 0.2548064841079256 -0.16202304746793517 0.0893784400094888
3048 1739 1625 271 2032 2032 271 1000 3048 1739 1625 3208 1245 3663|0.001 0.07356025905712826 0.0784284586137507 1.3331215402818053
1169 1000 156 935 1753 1753 935 575 1169 575 156 1087 1098 2107|0.001 -0.004216920946902292 0.6141342784828208 0.19682177426177283
615 1875 1070 167 167 1250 1250 1000 615 1875 1070 1174 1014 766|0.001 0.05429096266979849 0.0023371935959559664 -0.4086918309705012
167 1000 167 1070 615 615 1070 1875 1250 1875 1250 1014 1174 766|0.001 0.12740631528578295 -0.3650395793611805 0.0463268227785929
1753 575 935 156 1169 1169 156 1000 1753 575 935 1098 1087 2107|0.001 -0.1274057653100258 0.11184615591865565 0.04087285471903179
1070 1875 615 167 167 1250 1250 1000 1070 1875 615 1973 1014 1163|0.001 0.19134287482457601 -0.020517226849163794 -0.12840518839818849
2032 1000 271 1625 3048 3048 1625 1739 2032 1739 271 1245 3208 3663|0.001 -0.07791588284389195 0.43224426161732943 -0.031855599251785494
1500 1000 1500 492 492 856 856 133 800 133 800 1803 613 939|0.001 -0.07789879712350123 0.013245556858128005 0.07295436097036534
856 133 856 1500 1500 800 800 1000 492 133 492 930 1803 1579|0.001 -0.058866152405104843 0.07064104773241153 -0.05060887617145071
1500 1000 1500 856 856 492 492 133 800 133 800 1803 930 1579|0.001 -0.07571716575340504 -0.0029139345423756513 0.0720667972780542
492 133 492 1500 1500 800 800 1000 856 133 856 613 1803 939|0.001 -0.08259691407166647 0.0965535506213766 -0.042755461515537885
566 200 566 1600 1600 1200 1200 1000 693 200 693 721 1887 1327|0.001 -0.03054791791205047 0.01948832033805914 0.030212741524322517
1600 1000 1600 693 693 566 566 200 1200 200 1200 1887 825 1697|0.001 -0.07639827298124069 -0.04399782508219263 0.10150319425552334
693 200 693 1600 1600 1200 1200 1000 566 200 566 825 1887 1697|0.001 -0.06662917345311659 0.08930913985949251 -0.02304772328090343
1600 1000 1600 566 566 693 693 200 1200 200 1200 1887 721 1327|0.001 -0.07324767288460654 -0.031105343458034396 0.10067920682011344
1768 1000 354 2121 2828 2828 2121 1225 1768 1225 354 1275 3000 3335|0.001 -0.013741616822406932 0.6754318420687633 -0.009250366490841655
577 1333 471 167 167 833 833 1000 577 1333 471 1414 1014 687|0.001 0.22195214333379232 -0.1278891541240168 -0.35830523877925513
2309 816 1732 289 1443 1443 289 1000 2309 816 1732 1915 1190 2723|0.001 0.06159906510231794 0.08229756272316813 0.482154667159862
167 1000 167 577 471 471 577 1333 833 1333 833 1014 1106 601|0.001 0.023996193370194874 -0.26778906247845624 -0.01860385319169877
1443 1000 289 1732 2309 2309 1732 816 1443 816 289 1190 1915 2723|0.001 0.04162947093360181 0.7223699659439031 -0.0492982112040985
471 1333 577 167 167 833 833 1000 471 1333 577 1106 1014 601|0.001 0.14911062587924517 -0.0071832486310030585 -0.3714972622561208
2828 1225 2121 354 1768 1768 354 1000 2828 1225 2121 3000 1275 3335|0.001 -0.004529642832680203 0.06125126203247344 0.27526386618577314
167 1000 167 471 577 577 471 1333 833 1333 833 1014 1414 687|0.001 0.17792296585819045 -0.04902844594503741 -0.06869886308515483
1744 1000 581 403 755 755 403 746 872 746 116 1419 595 1446|0.001 0.07333240929501494 0.2534573084306935 -0.12760950445706354
403 746 755 1744 581 116 872 1000 403 746 755 1346 1419 479|0.001 0.05293408114408926 -0.0751683763703348 0.03346243916330316
581 1000 1744 755 403 403 755 746 116 746 872 1419 1346 479|0.001 0.15229626101015192 -0.057331151931341306 -0.1043108776273638
755 746 403 581 1744 872 116 1000 755 746 403 595 1419 1446|0.001 -0.09003286193285276 0.11915755306818099 0.04431592986645638
1324 533 988 1155 2309 770 154 1000 1324 533 988 788 1915 1879|0.001 0.10226917402035962 -0.050402719540143526 0.1280883846999803
2309 1000 1155 988 1324 1324 988 533 770 533 154 1915 788 1879|0.001 -0.027575944577376 -0.014169388622590207 0.09771135920038088
354 1000 1768 1000 187 187 1000 921 88 921 354 1275 1106 258|0.001 -0.07608595985161504 0.002647746298538589 0.09585635187625119
921 187 1000 1768 354 88 354 1000 921 187 1000 1106 1275 938|0.001 -0.06696818473465482 0.08835402977974027 -0.009259637776790619
2828 5000 2828 530 530 2828 2828 250 2604 1000 2604 3606 729 2828|0.001 0.10961080704941173 -0.02132892462517244 -0.2836235687288291
1000 921 187 354 1768 354 88 1000 1000 921 187 1000 1275 1275|0.001 -0.0171967915490312 0.09888968295914013 0.44617212938356854
1768 1000 354 187 1000 1000 187 921 354 921 88 1275 1000 1275|0.001 -0.07717756339562176 0.32186915405947314 -0.06922452149211278
530 250 530 2828 2828 2604 2604 5000 2828 1000 2828 729 3606 2828|0.001 0.30072088673854136 -0.7053178311438857 -0.09901684047753379
187 921 1000 1768 354 88 354 1000 187 921 1000 1106 1275 258|0.001 -0.10163708237796998 0.09357529113838359 0.03563795429439853
354 1000 1768 1000 921 921 1000 187 88 187 354 1275 1106 938|0.001 0.010717657695611393 0.005919468034218944 -0.02216546697556332
1768 1000 354 921 1000 1000 921 187 354 187 88 1275 1000 1275|0.001 -0.0423580492568254 0.18702852031654116 0.055105818297835896
204 1086 1086 384 96 384 1920 1000 204 1086 1086 1086 1018 280|0.001 0.008477771077477492 -0.020421086187509818 -0.11263315141334163
384 1000 96 204 1086 1086 204 1086 1920 1086 384 1018 1201 1385|0.001 0.25304270860240674 0.45996542194723933 0.6433705483790497
1086 1086 204 96 384 1920 384 1000 1086 1086 204 1201 1018 1385|0.001 0.2608555776967414 0.5944837799995439 0.30325357453172774
1000 187 921 354 1768 354 88 1000 1000 187 921 1000 1275 1275|0.001 -0.035091721269373544 0.03962935402062051 0.24654853816079791
96 1000 384 1086 204 204 1086 1086 384 1086 1920 1018 1086 280|0.001 0.008807320652262085 -0.11191643417464592 -0.02088685318880623
1299 817 693 566 1061 641 342 738 244 720 130 1090 791 1267|0.001 0.08026460223574672 -0.09882394934911165 0.30380652406113207
1437 1355 766 176 330 1760 938 975 868 1107 463 1972 977 1016|0.001 0.23915312477206685 0.10497421151486108 -0.5575438917932418
1225 604 230 1305 1768 1444 1273 1875 2296 1133 431 707 2574 1926|0.001 -0.06429414036375092 0.9150346932718589 0.08757369879725418
943 533 696 230 1225 653 122 604 770 322 679 745 707 1424|0.001 -0.015751029018541418 0.005944792905892005 0.5160478700453286
176 975 330 1437 766 463 868 1355 938 1107 1760 1055 1071 542|0.001 0.09682334311913676 -0.404063233261005 -0.09841065614588751
566 738 1061 1299 693 130 244 817 342 720 641 1456 1510 676|0.001 0.16525436164666063 -0.07353900344095887 -0.021357413099831746
785 881 418 848 1590 298 159 1224 1298 904 692 922 1848 918|0.001 0.12119380577277017 0.032956323118196185 0.153173668065556
338 1025 180 475 890 1473 786 1135 1804 1389 962 1082 1428 1760|0.001 0.1340130383353566 -0.44989913701476425 -0.11580583663488686
2390 1875 2106 380 2027 3800 712 1655 2925 3103 2159 3007 1977 4417|0.001 -0.1810891551813043 0.022658753660123043 0.14892106223468815
475 1135 890 338 180 962 1804 1025 786 1389 1473 1046 1001 939|0.001 0.07707598450837017 -0.07682077392597964 -0.3584407839541137
2027 1655 380 1123 1275 1560 1152 533 1081 882 203 1977 1175 1700|0.001 -0.06258168228849503 0.3377653145665449 0.01752855670159592
848 1224 1590 785 418 692 1298 881 159 904 298 1334 1258 490|0.001 -0.03466559555759474 0.028593479180167858 0.036556669671898856
1836 1000 245 2693 1836 1836 2693 1000 1836 1000 245 1204 2438 2596|0.001 0.03339530310167538 1.3360261327156397 -0.06167798447524131
371 682 371 91 91 682 682 1000 371 682 371 905 1004 447|0.001 0.1538281143863851 -0.1398934942388641 -0.7119864151986555
